CustomerID,VehicleID,VehicleMake,VehicleModel,VehicleYOM
Cust13369,Vehicle22690,Suburu,Forrestor,2012
Cust1337,Vehicle21868,Chevrolet,Silverado,2008
Cust13371,Vehicle2782,Suburu,Forrestor,2009
Cust13372,Vehicle11112,Dodge,Neon,2003
Cust13373,Vehicle33664,Accura,TL,2004
Cust13374,Vehicle25723,Dodge,RAM,1999
Cust13379,Vehicle26640,Accura,Pathfinder,2011
Cust1338,Vehicle23830,Dodge,RAM,1999
Cust13381,Vehicle16813,Saab,Neon,2008
Cust13383,Vehicle38436,Jeep,Grand Cherokee,2004
Cust13385,Vehicle29945,Honda,Malibu,2013
Cust13387,Vehicle33297,Mercedes,X6,2009
Cust13388,Vehicle8948,Volkswagen,Passat,2012
Cust13389,Vehicle7552,Chevrolet,95,2003
Cust1339,Vehicle23608,Saab,92x,2000
Cust13390,Vehicle33330,Audi,A3,2001
Cust13391,Vehicle23221,Suburu,93,2006
Cust13392,Vehicle24819,Saab,Malibu,2011
Cust13393,Vehicle28725,Ford,Escape,2010
Cust13395,Vehicle11471,Jeep,Wrangler,2002
Cust13396,Vehicle33578,Chevrolet,Tahoe,2004
Cust13399,Vehicle11127,Toyota,Ultima,2001
Cust1340,Vehicle21508,Suburu,Forrestor,1996
Cust13400,Vehicle13155,Suburu,Forrestor,1999
Cust13401,Vehicle30870,Accura,MDX,2005
Cust13403,Vehicle13796,Volkswagen,Passat,2009
Cust13404,Vehicle1991,Volkswagen,RAM,2011
Cust13406,Vehicle26495,Nissan,X6,2009
Cust13408,Vehicle3417,Saab,Ultima,2014
Cust1341,Vehicle39012,Audi,A3,2014
Cust13411,Vehicle34538,BMW,93,2013
Cust13413,Vehicle6006,Nissan,Camry,1996
Cust13414,Vehicle12419,Dodge,Neon,2006
Cust13415,Vehicle39292,Audi,A5,2010
Cust13417,Vehicle29859,Toyota,Corolla,2006
Cust13418,Vehicle19423,Jeep,92x,2007
Cust13419,Vehicle38368,Ford,Escape,2010
Cust1342,Vehicle6556,BMW,3 Series,2000
Cust13420,Vehicle7606,Saab,93,2015
Cust13422,Vehicle20997,Saab,MDX,2000
Cust13423,Vehicle29227,Accura,95,2003
Cust13425,Vehicle2566,Audi,A5,2005
Cust13426,Vehicle5135,Suburu,ML350,2015
Cust13427,Vehicle30887,Nissan,Malibu,2007
Cust13428,Vehicle12915,Accura,E400,2000
Cust13429,Vehicle15602,Accura,RSX,2001
Cust1343,Vehicle35386,Suburu,Impreza,2008
Cust13430,Vehicle25161,Saab,Ultima,2009
Cust13431,Vehicle23137,Saab,92x,2006
Cust13432,Vehicle16456,Honda,Impreza,1997
Cust13433,Vehicle8579,Nissan,E400,2000
Cust13434,Vehicle36507,Toyota,A3,2014
Cust13436,Vehicle21297,Chevrolet,Pathfinder,1995
Cust13437,Vehicle20641,Honda,RAM,2002
Cust13439,Vehicle26202,Chevrolet,Silverado,2008
Cust1344,Vehicle7256,Ford,Fusion,2011
Cust13440,Vehicle33203,Jeep,Pathfinder,2009
Cust13442,Vehicle30831,Accura,RSX,2004
Cust13444,Vehicle29202,Honda,Civic,2005
Cust13445,Vehicle12184,Ford,Tahoe,2005
Cust13446,Vehicle4198,Mercedes,Corolla,2003
Cust13447,Vehicle7850,Jeep,Civic,1996
Cust13448,Vehicle5956,Suburu,Legacy,2011
Cust13449,Vehicle19765,Chevrolet,Malibu,2013
Cust1345,Vehicle37095,Jeep,Grand Cherokee,2012
Cust13450,Vehicle11205,Ford,Escape,2008
Cust13452,Vehicle24711,Accura,TL,2001
Cust13453,Vehicle37799,Mercedes,C300,2010
Cust13454,Vehicle38971,Mercedes,ML350,2008
Cust13455,Vehicle30398,Ford,Pathfinder,2006
Cust13456,Vehicle9715,Nissan,Jetta,2004
Cust13458,Vehicle7740,BMW,X5,2015
Cust13459,Vehicle24667,Dodge,Neon,2009
Cust1346,Vehicle7626,Jeep,Wrangler,2002
Cust13461,Vehicle33383,Jeep,92x,2014
Cust13462,Vehicle33127,Suburu,Impreza,1996
Cust13463,Vehicle22063,Suburu,Forrestor,2008
Cust13464,Vehicle11019,Audi,A5,2003
Cust13465,Vehicle14662,Accura,Grand Cherokee,2004
Cust13466,Vehicle12988,BMW,X6,1996
Cust13467,Vehicle36364,Volkswagen,Maxima,1998
Cust13469,Vehicle17152,Honda,CRV,2009
Cust1347,Vehicle13360,Suburu,Forrestor,2002
Cust13470,Vehicle23580,Saab,Camry,2012
Cust13473,Vehicle22145,Nissan,Camry,2006
Cust13474,Vehicle23816,Jeep,Malibu,2015
Cust13475,Vehicle19283,Toyota,Camry,2001
Cust13476,Vehicle30720,Accura,RAM,1997
Cust13477,Vehicle24239,Suburu,Grand Cherokee,2005
Cust13478,Vehicle9619,Dodge,Neon,1998
Cust1348,Vehicle36469,Mercedes,E400,2005
Cust13480,Vehicle17994,Chevrolet,Ultima,2008
Cust13481,Vehicle14796,BMW,Malibu,2008
Cust13483,Vehicle11185,Dodge,Wrangler,2009
Cust13484,Vehicle28453,Ford,RAM,2014
Cust13485,Vehicle4963,Audi,Forrestor,2006
Cust13486,Vehicle5881,BMW,M5,2007
Cust13487,Vehicle14320,Toyota,Highlander,2010
Cust13488,Vehicle36851,Ford,Fusion,2006
Cust1349,Vehicle18162,Audi,A5,2009
Cust13491,Vehicle38284,Toyota,Corolla,2005
Cust13493,Vehicle35607,Audi,Malibu,2000
Cust13494,Vehicle31293,Accura,MDX,2009
Cust13495,Vehicle30788,Honda,Civic,2002
Cust13497,Vehicle34269,Chevrolet,Malibu,1999
Cust13498,Vehicle11468,Saab,Tahoe,1995
Cust13499,Vehicle20974,Mercedes,ML350,1996
Cust13500,Vehicle35129,Toyota,Escape,2000
Cust13503,Vehicle37515,Saab,93,2003
Cust13504,Vehicle33116,Dodge,Escape,2010
Cust13506,Vehicle9894,Volkswagen,Highlander,2009
Cust13509,Vehicle2028,Accura,TL,2003
Cust1351,Vehicle11929,Volkswagen,Jetta,2011
Cust13510,Vehicle3499,Volkswagen,Jetta,1998
Cust13511,Vehicle14654,BMW,X6,1996
Cust13512,Vehicle25943,Jeep,Corolla,2007
Cust13513,Vehicle20605,Chevrolet,F150,2004
Cust13514,Vehicle4428,BMW,X5,2001
Cust13515,Vehicle14624,Volkswagen,X5,2003
Cust13516,Vehicle7526,Toyota,M5,2008
Cust13518,Vehicle15056,Volkswagen,Passat,2010
Cust13519,Vehicle39346,Jeep,Ultima,2004
Cust1352,Vehicle23389,Audi,A3,2007
Cust13520,Vehicle10409,Saab,Grand Cherokee,2006
Cust13521,Vehicle19287,Ford,F150,1996
Cust13523,Vehicle28073,Jeep,Ultima,2000
Cust13526,Vehicle26215,Saab,92x,2009
Cust13527,Vehicle17950,Mercedes,E400,2011
Cust13528,Vehicle39548,Nissan,MDX,2010
Cust13529,Vehicle32425,Volkswagen,Jetta,2005
Cust1353,Vehicle5782,Honda,CRV,2011
Cust13530,Vehicle8377,Suburu,Camry,2002
Cust13531,Vehicle7997,Audi,A5,1999
Cust13532,Vehicle12344,Suburu,Corolla,1997
Cust13533,Vehicle38931,Nissan,Escape,2014
Cust13535,Vehicle11346,Suburu,Legacy,1998
Cust13538,Vehicle26683,Nissan,CRV,2014
Cust13539,Vehicle5730,Dodge,Civic,2004
Cust1354,Vehicle4331,Suburu,Forrestor,2000
Cust13540,Vehicle4228,Suburu,Forrestor,2002
Cust13541,Vehicle8223,Honda,Malibu,2012
Cust13542,Vehicle29919,Chevrolet,Tahoe,2006
Cust13543,Vehicle28406,Jeep,Wrangler,1995
Cust13544,Vehicle23473,Audi,3 Series,2001
Cust13545,Vehicle10753,Ford,Grand Cherokee,1997
Cust13546,Vehicle24619,Ford,Malibu,2011
Cust13547,Vehicle18410,Mercedes,E400,2006
Cust13548,Vehicle8118,Suburu,Legacy,2015
Cust1355,Vehicle39673,Volkswagen,Passat,1995
Cust13550,Vehicle9980,BMW,3 Series,2001
Cust13551,Vehicle6326,Toyota,Highlander,2010
Cust13553,Vehicle3537,Ford,Fusion,1999
Cust13554,Vehicle15067,Audi,Camry,2002
Cust13555,Vehicle34459,Toyota,M5,2011
Cust13556,Vehicle8762,Nissan,Maxima,2003
Cust13557,Vehicle35316,Saab,Wrangler,2014
Cust13558,Vehicle38487,Ford,F150,2004
Cust13559,Vehicle26966,Dodge,Passat,1995
Cust13560,Vehicle20920,Dodge,Malibu,2006
Cust13561,Vehicle3233,Accura,Corolla,1998
Cust13562,Vehicle39204,Jeep,TL,2006
Cust13564,Vehicle20577,Saab,Ultima,2004
Cust13565,Vehicle31195,Saab,95,2008
Cust13569,Vehicle31096,BMW,3 Series,2012
Cust1357,Vehicle23941,Ford,Fusion,1995
Cust13572,Vehicle2938,BMW,95,1996
Cust13573,Vehicle17481,Jeep,A5,2008
Cust13574,Vehicle23442,Toyota,Highlander,1997
Cust13575,Vehicle12145,Honda,X6,1999
Cust13576,Vehicle18153,Toyota,Highlander,2007
Cust13577,Vehicle38106,Nissan,Ultima,1997
Cust13579,Vehicle23381,Honda,F150,2003
Cust13581,Vehicle20970,Nissan,Maxima,2001
Cust13582,Vehicle14598,Mercedes,Civic,1997
Cust13583,Vehicle36362,Jeep,Wrangler,2001
Cust13584,Vehicle16267,Nissan,Ultima,1997
Cust13585,Vehicle21074,Jeep,Neon,2015
Cust13586,Vehicle21011,Mercedes,E400,1999
Cust13587,Vehicle4045,Nissan,Pathfinder,1997
Cust13588,Vehicle27870,Accura,A3,2001
Cust13589,Vehicle18783,Ford,Fusion,2004
Cust1359,Vehicle29443,Jeep,Grand Cherokee,2004
Cust13590,Vehicle38043,Chevrolet,Jetta,2001
Cust13591,Vehicle24942,Honda,Civic,2002
Cust13592,Vehicle39460,Dodge,Highlander,2011
Cust13593,Vehicle34272,Accura,Impreza,2000
Cust13595,Vehicle33172,Dodge,F150,2000
Cust13596,Vehicle38699,Chevrolet,Tahoe,2011
Cust13597,Vehicle36324,Toyota,Camry,2003
Cust13598,Vehicle36314,Dodge,Highlander,1999
Cust13599,Vehicle30863,Saab,92x,2006
Cust13600,Vehicle18063,Chevrolet,RAM,1999
Cust13601,Vehicle38318,BMW,X5,2005
Cust13602,Vehicle11437,Suburu,Legacy,2014
Cust13604,Vehicle12320,Volkswagen,Passat,2007
Cust13605,Vehicle14841,Volkswagen,Civic,1999
Cust13606,Vehicle19996,Chevrolet,MDX,2004
Cust13609,Vehicle16262,Saab,92x,2009
Cust1361,Vehicle16243,Chevrolet,Tahoe,1997
Cust13610,Vehicle38151,Mercedes,RAM,1995
Cust13611,Vehicle16134,Jeep,Wrangler,2010
Cust13612,Vehicle7307,Ford,CRV,2006
Cust13613,Vehicle18792,Mercedes,Maxima,1998
Cust13614,Vehicle31558,Mercedes,ML350,1995
Cust13615,Vehicle34400,Chevrolet,Legacy,1997
Cust13616,Vehicle26973,Volkswagen,E400,2008
Cust13617,Vehicle15389,Nissan,Legacy,2013
Cust13618,Vehicle27125,Suburu,Forrestor,1998
Cust13619,Vehicle28391,Toyota,Wrangler,2001
Cust1362,Vehicle7534,Toyota,Highlander,2011
Cust13620,Vehicle25102,Accura,M5,1996
Cust13621,Vehicle7955,Saab,TL,2010
Cust13622,Vehicle15080,Nissan,A5,1997
Cust13623,Vehicle1908,Honda,Accord,1997
Cust13624,Vehicle34555,Mercedes,TL,2012
Cust13626,Vehicle27716,Volkswagen,Impreza,2007
Cust13627,Vehicle15593,Jeep,Pathfinder,2005
Cust1363,Vehicle8795,Saab,93,1999
Cust13632,Vehicle3317,Toyota,Highlander,2000
Cust13633,Vehicle13225,Nissan,93,1999
Cust13634,Vehicle19606,Toyota,Highlander,2006
Cust13636,Vehicle35111,Toyota,Passat,2003
Cust13637,Vehicle12856,Dodge,Neon,2003
Cust13638,Vehicle37775,Volkswagen,Jetta,2003
Cust13639,Vehicle5701,Nissan,Wrangler,2006
Cust1364,Vehicle2326,Mercedes,ML350,2011
Cust13641,Vehicle32389,Dodge,Impreza,2010
Cust13642,Vehicle24047,Chevrolet,Malibu,2011
Cust13643,Vehicle10389,Audi,A3,2000
Cust13647,Vehicle5277,Nissan,Pathfinder,2013
Cust13649,Vehicle20263,Dodge,Neon,2006
Cust1365,Vehicle26727,Volkswagen,Passat,2005
Cust13650,Vehicle17503,Saab,95,1997
Cust13651,Vehicle26757,Jeep,Jetta,1999
Cust13654,Vehicle5748,Audi,Malibu,2000
Cust13655,Vehicle30478,Suburu,Legacy,2001
Cust13656,Vehicle34822,Saab,93,2000
Cust13657,Vehicle11989,Toyota,Malibu,2008
Cust13659,Vehicle38591,Saab,95,2013
Cust1366,Vehicle5034,BMW,X5,2013
Cust13662,Vehicle37213,Audi,E400,2008
Cust13663,Vehicle10545,Volkswagen,Jetta,2011
Cust13664,Vehicle5524,Chevrolet,F150,2012
Cust13665,Vehicle24713,Accura,Tahoe,2014
Cust13666,Vehicle1895,Suburu,Maxima,2011
Cust13667,Vehicle29089,Volkswagen,Passat,2009
Cust13668,Vehicle2156,Nissan,Wrangler,2006
Cust13669,Vehicle2497,Ford,F150,2010
Cust1367,Vehicle6338,Volkswagen,Passat,2015
Cust13670,Vehicle5894,Dodge,RAM,2014
Cust13671,Vehicle22115,Audi,Ultima,1996
Cust13672,Vehicle26299,Accura,Pathfinder,2007
Cust13673,Vehicle19677,Honda,Corolla,2006
Cust13674,Vehicle6548,Suburu,F150,2002
Cust13675,Vehicle14029,Volkswagen,Passat,2002
Cust13676,Vehicle20511,Dodge,Impreza,2006
Cust13677,Vehicle24414,Toyota,Corolla,1998
Cust13678,Vehicle29318,Audi,A5,1998
Cust13679,Vehicle11265,Volkswagen,Jetta,2010
Cust13680,Vehicle34904,Saab,92x,2007
Cust13683,Vehicle4184,Mercedes,ML350,2013
Cust13684,Vehicle18034,Mercedes,Pathfinder,2007
Cust13686,Vehicle6811,Chevrolet,Malibu,1998
Cust13688,Vehicle10755,BMW,M5,1998
Cust13689,Vehicle18252,Nissan,Wrangler,2013
Cust1369,Vehicle34813,Accura,TL,2011
Cust13690,Vehicle27069,Toyota,CRV,2005
Cust13693,Vehicle30241,Saab,RSX,2014
Cust13694,Vehicle19153,Saab,ML350,2006
Cust13695,Vehicle16609,Dodge,Pathfinder,2002
Cust13697,Vehicle33057,Audi,Accord,2015
Cust13698,Vehicle4216,Audi,Impreza,2013
Cust1370,Vehicle15499,Dodge,RAM,2002
Cust13701,Vehicle30189,Suburu,Legacy,2005
Cust13702,Vehicle24450,Accura,A5,2003
Cust13703,Vehicle9901,Dodge,RAM,2007
Cust13705,Vehicle10000,Audi,Wrangler,1997
Cust13708,Vehicle37914,Jeep,Wrangler,2010
Cust13709,Vehicle8551,Honda,CRV,2014
Cust1371,Vehicle26788,Saab,93,1995
Cust13711,Vehicle21917,Chevrolet,Malibu,2009
Cust13713,Vehicle29051,Saab,93,2000
Cust13714,Vehicle21169,Jeep,Wrangler,2009
Cust13716,Vehicle28113,BMW,3 Series,2011
Cust13718,Vehicle30640,Accura,TL,2004
Cust13720,Vehicle22900,Honda,Civic,2001
Cust13721,Vehicle28495,Suburu,TL,2011
Cust13722,Vehicle21124,Volkswagen,RAM,2011
Cust13723,Vehicle14889,Suburu,Forrestor,2011
Cust13724,Vehicle3607,Saab,95,2008
Cust13725,Vehicle6271,Jeep,Grand Cherokee,2002
Cust13726,Vehicle34263,Ford,F150,2011
Cust13727,Vehicle6862,Suburu,Impreza,2000
Cust13728,Vehicle9578,Saab,92x,2008
Cust13729,Vehicle21346,Jeep,Wrangler,2005
Cust1373,Vehicle25840,Suburu,Forrestor,2009
Cust13730,Vehicle4390,Toyota,Camry,1998
Cust13731,Vehicle14089,Saab,93,1998
Cust13732,Vehicle7871,Dodge,Neon,2003
Cust13733,Vehicle29146,Nissan,Escape,2002
Cust13735,Vehicle10611,Nissan,Ultima,1997
Cust13736,Vehicle21762,Dodge,RAM,2011
Cust13737,Vehicle29889,Ford,X5,2010
Cust13738,Vehicle31555,Audi,A3,2012
Cust1374,Vehicle4312,Honda,Civic,2002
Cust13740,Vehicle32919,Honda,Accord,2014
Cust13741,Vehicle15989,Nissan,Pathfinder,2003
Cust13742,Vehicle7886,Ford,Escape,2001
Cust13743,Vehicle27524,Suburu,CRV,2009
Cust13745,Vehicle5079,Saab,95,1999
Cust13746,Vehicle33889,Mercedes,Malibu,2007
Cust13747,Vehicle37465,Suburu,Corolla,1998
Cust13748,Vehicle14977,Accura,A3,2002
Cust13749,Vehicle27327,Dodge,Neon,2009
Cust1375,Vehicle29953,Suburu,Forrestor,2012
Cust13750,Vehicle19241,Volkswagen,Passat,1998
Cust13752,Vehicle22513,Saab,Accord,2001
Cust13754,Vehicle31447,Saab,95,1998
Cust13755,Vehicle28632,Nissan,Ultima,1999
Cust13756,Vehicle25617,Audi,A5,1995
Cust13759,Vehicle11879,Honda,CRV,2005
Cust13760,Vehicle16828,BMW,Grand Cherokee,1995
Cust13761,Vehicle27712,Ford,F150,2000
Cust13763,Vehicle23976,Volkswagen,Passat,1998
Cust13766,Vehicle18794,Saab,95,2007
Cust13768,Vehicle10929,Suburu,Forrestor,2011
Cust13769,Vehicle29645,Ford,Escape,2011
Cust13772,Vehicle37491,Suburu,Impreza,2012
Cust13774,Vehicle11440,Toyota,CRV,2005
Cust13775,Vehicle24480,Nissan,Maxima,2013
Cust13776,Vehicle8694,Jeep,Camry,2002
Cust13777,Vehicle4230,Chevrolet,Silverado,1997
Cust13778,Vehicle29175,Dodge,Wrangler,1995
Cust1378,Vehicle35370,Toyota,Corolla,2009
Cust13783,Vehicle21283,Honda,Civic,2001
Cust13784,Vehicle31718,BMW,C300,1999
Cust13785,Vehicle24004,Jeep,Grand Cherokee,1998
Cust13787,Vehicle3622,Mercedes,MDX,2010
Cust13788,Vehicle32922,Suburu,Legacy,2011
Cust13789,Vehicle11458,Mercedes,C300,1996
Cust1379,Vehicle24025,Audi,A3,2006
Cust13792,Vehicle23367,Ford,Neon,1999
Cust13794,Vehicle10956,Suburu,Forrestor,2002
Cust13795,Vehicle5186,Dodge,Neon,2011
Cust13797,Vehicle38153,Jeep,Corolla,2004
Cust13798,Vehicle29308,Jeep,3 Series,1995
Cust13799,Vehicle37989,Suburu,Legacy,2003
Cust1380,Vehicle30850,Mercedes,E400,2013
Cust13800,Vehicle35654,Nissan,Malibu,2012
Cust13801,Vehicle19914,Jeep,Grand Cherokee,2013
Cust13803,Vehicle23952,Toyota,Pathfinder,2009
Cust13804,Vehicle12782,Nissan,Pathfinder,2013
Cust13805,Vehicle12154,Honda,Pathfinder,2004
Cust13806,Vehicle22025,Honda,MDX,2006
Cust13807,Vehicle33802,Volkswagen,Passat,2015
Cust13808,Vehicle7430,Dodge,Impreza,1997
Cust13810,Vehicle1999,Accura,E400,2009
Cust13811,Vehicle6883,Suburu,Impreza,2012
Cust13812,Vehicle21228,Accura,MDX,2006
Cust13814,Vehicle17635,Nissan,Tahoe,2001
Cust13815,Vehicle30668,Accura,Grand Cherokee,2005
Cust13816,Vehicle15872,Chevrolet,X5,2015
Cust13817,Vehicle15904,Saab,Wrangler,2014
Cust13819,Vehicle8624,Suburu,Forrestor,2006
Cust1382,Vehicle25092,Chevrolet,Malibu,2012
Cust13821,Vehicle38939,Dodge,RAM,2012
Cust13822,Vehicle11172,Jeep,3 Series,2006
Cust13824,Vehicle12702,Saab,95,2000
Cust13826,Vehicle9171,Saab,92x,2003
Cust13827,Vehicle19503,Saab,93,2007
Cust13829,Vehicle3343,Chevrolet,Malibu,2013
Cust1383,Vehicle22816,Nissan,Ultima,2004
Cust13830,Vehicle12739,Mercedes,ML350,2005
Cust13831,Vehicle4460,Jeep,X5,2014
Cust13832,Vehicle10897,Jeep,Grand Cherokee,2002
Cust13835,Vehicle22405,Dodge,Impreza,1997
Cust13836,Vehicle32243,Suburu,M5,1998
Cust13837,Vehicle39754,Dodge,Grand Cherokee,2008
Cust13838,Vehicle27592,Saab,93,1995
Cust13839,Vehicle37037,Toyota,Camry,2009
Cust13840,Vehicle33228,Chevrolet,Ultima,2012
Cust13841,Vehicle8529,Honda,Civic,2005
Cust13842,Vehicle6528,Audi,Corolla,2015
Cust13843,Vehicle7583,Toyota,Passat,1998
Cust13844,Vehicle20557,Volkswagen,A5,2002
Cust13845,Vehicle33147,Nissan,Pathfinder,2014
Cust13846,Vehicle23093,Dodge,Malibu,1998
Cust13847,Vehicle31199,Chevrolet,Forrestor,1999
Cust13848,Vehicle9525,Saab,F150,2005
Cust13849,Vehicle3312,Ford,Fusion,2013
Cust1385,Vehicle7709,Audi,A5,2014
Cust13850,Vehicle28231,Jeep,Pathfinder,2014
Cust13851,Vehicle2716,Nissan,Camry,1998
Cust13852,Vehicle26790,Dodge,Neon,2003
Cust13853,Vehicle31128,Nissan,Maxima,2006
Cust13855,Vehicle26461,Nissan,Maxima,2008
Cust13856,Vehicle3491,Audi,MDX,2003
Cust13858,Vehicle39773,Toyota,Camry,2003
Cust13859,Vehicle30748,Jeep,MDX,2015
Cust1386,Vehicle2064,Ford,F150,2007
Cust13861,Vehicle37401,Volkswagen,92x,2008
Cust13862,Vehicle30413,Mercedes,E400,2002
Cust13863,Vehicle38319,Volkswagen,M5,2005
Cust13864,Vehicle16867,Mercedes,Neon,2005
Cust13865,Vehicle17399,Volkswagen,Jetta,2004
Cust13867,Vehicle4798,Volkswagen,Passat,2013
Cust13869,Vehicle4307,Dodge,RAM,2004
Cust1387,Vehicle33917,Mercedes,E400,2014
Cust13872,Vehicle16449,Mercedes,E400,2002
Cust13873,Vehicle33431,Accura,MDX,2011
Cust13874,Vehicle16193,Toyota,Camry,2011
Cust13877,Vehicle27328,Nissan,Neon,1997
Cust13878,Vehicle9581,Suburu,Forrestor,2011
Cust13879,Vehicle26862,Accura,92x,2007
Cust1388,Vehicle11544,Honda,Accord,2003
Cust13880,Vehicle3603,BMW,3 Series,2015
Cust13881,Vehicle15816,Jeep,Forrestor,2000
Cust13882,Vehicle10771,Nissan,Wrangler,2004
Cust13883,Vehicle4945,Saab,3 Series,2012
Cust13884,Vehicle15889,Saab,95,2010
Cust13885,Vehicle24257,Saab,MDX,2003
Cust13886,Vehicle1571,Accura,ML350,2008
Cust13887,Vehicle7520,Nissan,Pathfinder,2011
Cust13888,Vehicle18375,Accura,TL,2011
Cust13889,Vehicle18655,Saab,95,1998
Cust1389,Vehicle6992,Nissan,Ultima,1999
Cust13890,Vehicle30028,Accura,92x,1997
Cust13891,Vehicle3866,Mercedes,E400,1999
Cust13892,Vehicle7607,Jeep,Wrangler,2001
Cust13894,Vehicle19369,Toyota,Highlander,2008
Cust13899,Vehicle11477,Audi,RAM,2011
Cust1390,Vehicle3450,Suburu,Legacy,2009
Cust13900,Vehicle25034,Jeep,Wrangler,2011
Cust13901,Vehicle37411,Suburu,Camry,2002
Cust13902,Vehicle37112,Volkswagen,Tahoe,2011
Cust13903,Vehicle33462,Honda,A5,2006
Cust13904,Vehicle33965,Ford,Escape,1999
Cust13905,Vehicle14033,Honda,95,1999
Cust13906,Vehicle11830,Chevrolet,Pathfinder,2009
Cust13908,Vehicle13206,Ford,F150,2004
Cust13909,Vehicle36766,Accura,E400,2006
Cust13910,Vehicle13041,BMW,X5,1996
Cust13911,Vehicle14054,Suburu,Impreza,2008
Cust13912,Vehicle17233,Ford,F150,2006
Cust13913,Vehicle22106,Jeep,Ultima,2006
Cust13914,Vehicle24186,Toyota,3 Series,2011
Cust13917,Vehicle15417,Audi,F150,2001
Cust13918,Vehicle32404,Saab,93,1997
Cust13919,Vehicle22905,Toyota,Fusion,2004
Cust13920,Vehicle17793,Dodge,Neon,2003
Cust13921,Vehicle28340,Saab,93,2008
Cust13922,Vehicle16667,Suburu,Legacy,1999
Cust13923,Vehicle29401,Chevrolet,Malibu,2011
Cust13924,Vehicle4093,Chevrolet,MDX,1999
Cust13925,Vehicle16090,Chevrolet,Malibu,2000
Cust13926,Vehicle27156,Honda,CRV,2014
Cust13927,Vehicle21022,Audi,A5,1997
Cust13928,Vehicle28766,Dodge,Camry,2006
Cust13929,Vehicle7876,Honda,Accord,2003
Cust1393,Vehicle10512,Saab,95,2003
Cust13931,Vehicle13817,Saab,Malibu,2011
Cust13932,Vehicle15308,Jeep,Wrangler,2010
Cust13933,Vehicle39231,Accura,ML350,2006
Cust13934,Vehicle25505,Nissan,Legacy,2012
Cust13936,Vehicle5475,Accura,RAM,2011
Cust13937,Vehicle11076,Honda,Accord,1998
Cust13938,Vehicle29660,Suburu,Legacy,2011
Cust13939,Vehicle35290,Volkswagen,Jetta,2013
Cust13940,Vehicle15551,Volkswagen,Camry,2009
Cust13941,Vehicle4375,Honda,Civic,2009
Cust13943,Vehicle13472,Volkswagen,Jetta,2000
Cust13944,Vehicle25496,Accura,TL,2005
Cust13946,Vehicle31271,BMW,X5,2008
Cust13947,Vehicle29007,Saab,Neon,2010
Cust13949,Vehicle7028,Chevrolet,Tahoe,1995
Cust1395,Vehicle34113,Accura,TL,2011
Cust13953,Vehicle18531,Mercedes,RAM,1995
Cust13954,Vehicle31649,Chevrolet,Maxima,2001
Cust13956,Vehicle37471,Chevrolet,Ultima,2009
Cust13957,Vehicle3714,Accura,MDX,2003
Cust13958,Vehicle24813,Chevrolet,Malibu,2004
Cust13960,Vehicle29391,Ford,Forrestor,1996
Cust13961,Vehicle31836,Nissan,Pathfinder,2004
Cust13962,Vehicle3467,Saab,92x,1995
Cust13964,Vehicle12810,Dodge,RAM,2005
Cust13966,Vehicle34974,Jeep,Grand Cherokee,2005
Cust13967,Vehicle19347,Ford,Legacy,2012
Cust13969,Vehicle12454,Accura,Malibu,2001
Cust13971,Vehicle38095,Chevrolet,Silverado,1999
Cust13972,Vehicle29305,Volkswagen,Jetta,1997
Cust13974,Vehicle27395,Jeep,Wrangler,2004
Cust13975,Vehicle37089,Saab,93,1998
Cust13976,Vehicle19871,Ford,C300,2011
Cust13977,Vehicle14767,Suburu,Civic,1999
Cust13978,Vehicle27896,BMW,X6,2006
Cust13979,Vehicle28589,Toyota,Wrangler,2007
Cust13980,Vehicle9046,Dodge,Neon,1996
Cust13981,Vehicle23637,Chevrolet,Legacy,2012
Cust13982,Vehicle14223,Audi,Civic,2001
Cust13984,Vehicle28897,Volkswagen,Passat,2001
Cust13985,Vehicle9711,Accura,Tahoe,2006
Cust13986,Vehicle7724,Dodge,Jetta,2007
Cust13987,Vehicle26359,Accura,Maxima,2003
Cust13988,Vehicle25611,Accura,TL,2006
Cust13989,Vehicle12780,Chevrolet,Fusion,2011
Cust1399,Vehicle27409,Saab,95,2015
Cust13990,Vehicle3598,Ford,Fusion,2013
Cust13991,Vehicle30080,Suburu,Neon,2006
Cust13993,Vehicle11895,Volkswagen,RAM,2010
Cust13994,Vehicle23803,Dodge,Fusion,2015
Cust13995,Vehicle30450,Volkswagen,Jetta,2003
Cust13996,Vehicle29296,Mercedes,E400,1999
Cust13998,Vehicle6330,Ford,Wrangler,2000
Cust13999,Vehicle35849,Toyota,RAM,2000
Cust1400,Vehicle31963,Chevrolet,Malibu,2002
Cust14000,Vehicle32403,Accura,MDX,2000
Cust14001,Vehicle18216,Chevrolet,Tahoe,1996
Cust14003,Vehicle26594,Honda,Corolla,2005
Cust14004,Vehicle11609,Honda,Pathfinder,2005
Cust14005,Vehicle33951,Volkswagen,Tahoe,2014
Cust14006,Vehicle38922,Accura,MDX,2001
Cust14007,Vehicle32047,Volkswagen,Jetta,1999
Cust14008,Vehicle34526,Dodge,Pathfinder,2001
Cust14009,Vehicle23336,Toyota,F150,2005
Cust1401,Vehicle12245,Jeep,Wrangler,2012
Cust14010,Vehicle37862,Nissan,Camry,1997
Cust14011,Vehicle20037,Dodge,Highlander,1999
Cust14012,Vehicle10314,Saab,92x,2008
Cust14013,Vehicle19663,BMW,M5,2013
